S.No,Name of the author,List of Authors,Student Publication (Yes/No),Title,Type of Publication,Name of Conf/Journal/BC/TB/PT,SCOPUS Yes/No,WoS Yes/No,Publication Details,Year,Month,A.Y,URL,DoI,ISSN/ISBN,Indexing,Citations,Abstract,Keywords,Specialization,Status (Active/Inactive),,LINK,,,,,,,,
676,Dr.Y. Usharani,5,yes,Image Based Search Engine Using Deep Learning,Journal,International Journal for Research in Applied Science & Engineering Technology,no,no,"Vol-11,issue-IV",2023,June,2022-23,https://www.ijraset.com/best-journal/image-based-search-engine-using-deep-learning,,,,,,,,,,,,,,,,,,
677,Dr.G.Naga Chandrika,"G.Naga Chandrika, Sai Venkata Rohit Gumudavelli, Ashish Kaleru, Vijitha Kambhampati, Pragnika Kandaggattla",yes,Comparative analysis of machine learning algorithms to forecast Indian stock market,Conference,ICDSAC,no,yes,,2023,June,2022-23,,,,,,,,,,,,,,,,,,,
678,,Naga Chandrika G; Amreen Shaik; Vamsi Krishna Reddy G; Sai Sandeep V; Nikhil Teddu,Yes,Dynamic CNN: An Automatic Dynamic Model for Lung Cancer Lesion Detection,Conference,"ICECCT, 2023 Fifth International Conference on Electrical, Computer and Communication Technologies (ICECCT),",yes,No,"pp. 1-7,",2023,2,2022-23,https://ieeexplore.ieee.org/abstract/document/10179754,10.1109/ICECCT56650.2023.10179754.,,Scopus,0,,,,,,https://ieeexplore.ieee.org/abstract/document/10179754,,,,,,,,
679,Dr.D. Kalyani,Kalyani,NO,A Comprehensive Review and Open Issues on Supply Chain Management Models,Journal,International Journal of Advanced Manufacturing Systems,Yes,NO,,2023,March,2022-23,https://www.worldscientific.com/doi/abs/10.1142/S0219686723500427,,,,,,,,,,https://www.worldscientific.com,,,,,,,,
680,M.Susmitha,"M. Susmitha,Renuka Kondabala,Y.Bhaskar Reddy,M.Radha",No,"Machine Learning Approach on Opinion Mining About 
 Reviews of Products in Online Shopping",Journal,European Chemical Bulletin,Yes,No,ISSN 2063-5346,2023,July,2023-24,https://www.eurchembull.com/search,doi: 10.31838/ecb/2023.12.si6.6402023.07/07/2023,,,,,,,,,,,,,,,,,
681,Illa Pavan Kumar,"Pavan Kumar Illa, Shandeepa Ravuri, Rohit Vuppala, B Megha Reddy",Yes,Deep Learning Methods for Plant Disease Identification using Leaf Images: A Survey,Conference,2023 International Conference on Sustainable Computing and Smart Systems (ICSCSS),Yes,No,ISBN:979-8-3503-3360-2,2023,July,2022-23,https://ieeexplore.ieee.org/abstract/document/10169260,,,Scopus,,,,,,,https://scholar.google.co.in/citations?user=M31kOjgAAAAJ&hl=en,,,,,,,,
682,Illa Pavan Kumar,"Nitin Sharma, Juan Carlos Cotrina-Aliaga, John Philip Bhimavarapu, Pavan Kumar Illa,",No,Medical Image Synthesis Workbench Supporting Multiple Modalities With Feature-Level Transforms,Conference,2023 1st International Conference on Innovations in High Speed Communication and Signal Processing (IHCSP),Yes,No,ISBN:979-8-3503-4595-7,2023,May,2022-23,https://ieeexplore.ieee.org/abstract/document/10127142,,,Scopus,,,,,,,,,,,,,,,
683,Illa Pavan Kumar,Rajesh Kumar; V. Naveen; Pavan Kumar Illa; Sunita Pachar; Pratap Patil,No,The Current State of Software Engineering Employing Methods Derived from Artificial Intelligence and Outstanding Challenges,Conference,2024 1st International Conference on Innovations in High Speed Communication and Signal Processing (IHCSP),Yes,No,ISBN:979-8-3503-4595-8,2023,June,2022-23,https://ieeexplore.ieee.org/abstract/document/10127112,,,Scopus,,,,,,,,,,,,,,,
684,Surapaneni Renu Deepti,4,No,Lung Cancer Detection through Deep Neural Networks Using CT Scan Images,Conference,ICCIC,Yes,No,Springer,2023,July,2022-23,https://link.springer.com/book/9789819927418,10.1007/978-981-99-2742-5_56,,,,,,,,,,,,,,,,,
685,Srivani Yarlagadda,4,No,Lung Cancer Detection through Deep Neural Networks Using CT Scan Images,Conference,ICCIC,Yes,No,Springer,2023,July,2022-23,https://link.springer.com/book/9789819927418,10.1007/978-981-99-2742-5_56,,,,,,,,,,,,,,,,,
686,D.Dakshayini Hima bindu,"D Dakshayani Himabindu, Keesara Sravanthi, Raswitha Bandi",No,A Review on Internet of Things-Based Cloud Architecture and Its Application,Book chapter,International Conference on Machine Learning and Big Data Analytics,Yes,No,Springer International Publishing,2023,June,2022-23,https://link.springer.com/chapter/10.1007/978-3-031-15175-0_21,https://doi.org/10.1007/978-3-031-15175-0_21,978-3-031-15175-0,Scopus,0,"The recent expansion of the Internet of Things (IoT) and the rise in increased volume of data produced by smart devices have led to the outsourcing of data to specified data centers. It has been expect that different things we see around us are going to be internet world or interconnected. The services like smart homes, microwave ovens, refrigerator, and self-driving cars, which we are enjoying are connections of various computing devices. Internet of Things (IoT) where all devices are having computing platforms run according to the instructions given by Internet. Internet of Things is used to connect various devices via the Internet. In order to store all this applications, we need a large storage capacity. It is also the data, the insights from the data, and the future. By future, I mean the potential for growth and innovation inherent in an IoT network. The more you know about the future, the better you can plan for it now","Internet of Things,Cloud computing,IoT cloud,MQTT,Sigfox sensors",cloud computing,active,,https://scholar.google.com/citations?user=7QoJOVQAAAAJ&hl=en&oi=sra,,,,,,,,
687,Dr.N.Sudhakar Yadav,2,No,An Optimized Load Balancing Strategy for an Enhancement of Cloud Computing Environment,Journal,Wireless Personal Communications,Yes,No,"volume 131, pages1745–1765",2023,May,2022-23,https://link.springer.com/article/10.1007/s11277-023-10520-2,,"volume 131, pages1745–1765",Scopus,0,"In cloud computing for effective communication, load balancing is one of the foremost challenges because cloud infrastructure has attained certain load conditions that cause machine failure, power consumption at a higher level, etc. Cloud computing is the model of on-demand data sharing via the Internet. Here, the load balancing strategy estimates the underloaded and overloaded system and balances the nodes as required. Thus, a load balancing strategy has been performed to equally load all connected Virtual machines (VM) in the cloud environment. However, conventional Load balancing methods in cloud computing confront non-deterministic polynomial-time hardness optimization issues. Therefore, this article has proposed a novel Load balancing methodology between VMs using the Hybrid Krill herd and Whale-based Deep Belief Neural model (HKHW-DBNM). This proposed method aims to improve the system's performance by balancing the Load between the VMs, optimizing the makespan, improving resource usage, reducing the degree of imbalance, and so on. Here, the developed load balancing algorithm distributes workload across multiple resources by reducing the demand on each resource and improving overall system performance. Furthermore, it helps to guarantee that resources are utilized efficiently, reducing execution time and optimizing costs. The implementation of this process has been carried out in the Python platform. The robustness of the proposed system is verified via the comparison with existing Load balancing approaches. The comparison results show that the proposed load-balancing method performs better than existing methods.",,Cloud Computing,Active,,https://link.springer.com/article/10.1007/s11277-023-10520-2,,,,,,,,
688,Dr.N.Sudhakar Yadav,2,No,Proficient job scheduling in cloud computation using an optimized machine learning strategy,Journal,International Journal of Information Technology,Yes,No,"Volume 15, pages2409–2421",2023,May,2022-23,https://link.springer.com/article/10.1007/s41870-023-01278-8,DOI:10.1007/s41870-023-01278-8,"Volume 15, pages2409–2421",Scopus,0,"In contemporary technology, cloud computing is applicable in many fields like biomedical systems, transactions, data mining, etc. In that, cloud computing job scheduling is a problematic task. Consequently, different operating systems and virtual machines have validated the user’s requirements and necessitated effective scheduling techniques in the cloud environment. Moreover, resource allocation and job scheduling are significant features in cloud computing. Nevertheless, the main drawback of the cloud computing model is the higher computation time that causes the deadline of all work. Previously, several approaches were proposed to diminish the computation time, but those techniques only apply to a few tasks. Therefore the novel Whale-based Convolution Neural Framework (WbCNF) strategy can effectively improve the task allocation system and reduce the job execution time. Moreover, the developed approach is implemented in the Python framework, and results show that the computation time has reduced the quantity of the tasks taken for the experimentation. Consequently, to verify the proposed technique’s efficiency, the proposed method is compared with conventional techniques in terms of performance metrices; the outcomes prove the enhancement of the cloud computing system.",,Cloud Computing,Active,,https://link.springer.com/article/10.1007/s41870-023-01278-8,,,,,,,,
689,Dr.N.Sudhakar Yadav,2,No,Dual stage ensemble technique for intrusion detection in cloud computing,Journal,Web Intelligence,Yes,No,"vol. 21, no. 1, pp. 19-35, 2023",2023,April,2022-23,https://content.iospress.com/articles/web-intelligence/web221800,10.3233/WEB-221800,"vol. 21, no. 1, pp. 19-35, 2023",Scopus,0,"A capability of cloud-based IDS in identifying complicated and anonymous attacks is rising in the current era. However, unwanted delays hinder the detection rate. A malicious user might utilize vast quantities of computational power. The cloud provides to perform attacks both within and without the cloud. Furthermore, there are major challenges for intrusion detection due to the ease of the cloud and also the continual restructuring and movement of cloud resources. Intruder detection, feature extraction, and data processing are all included in the novel optimization-based Intrusion Detection System (IDS) paradigm that will be presented in this study. Data normalization is used to first pre-process the input data. Then, appropriate feature extraction is carried out, including the extraction of (a) raw features, (b) statistical features, then (c) higher-order statistical features using suggested kurtosis. The detection phase is then applied to the retrieved features. A two-stage ensemble method is suggested for finding intruders in clouds. Random forest (RF), Support Vector Machine (SVM), optimal Neural Network (NN), and RNN make up the suggested ensemble technique. The RF, SVM, and Optimized NN algorithms are directly fed the collected features. The output of these classifiers is then provided to the RNN classifier (i.e.), RF output to RNN1, SVM output to RNN2, and optimized NN output to RNN3. Then, the weighted average of RNN 1, 2, and 3 is considered as the final output. A Self Adaptive Salp Swarm Optimization optimizes the weights of NN for exact detection (SA-SSO). Finally, a test is conducted to confirm the developed model’s superiority.",Machine Learning,Machine Learning,Active,,https://content.iospress.com/articles/web-intelligence/web221800,,,,,,,,
690,K.Sravanthi,"KEESARA SRAVANTHI, P CHANDRA SEKHAR",No,"An efficient electronic health record (EHR)
 based integrity and mcp-abe model for distributed block chain frameworks",Journal,Journal of Theoretical and Applied Information Technology,Yes,No,"Vol.101. No 3,ISSN: 1992-8645",2023,Feb,2022-23,https://scholar.google.com/scholar?oi=bibs&cluster=9382274801034607903&btnI=1&hl=en,,ISSN: 1992-8645,Scopus,0,"Most of the conventional cloud based security frameworks are applicable to provide data security on homogeneous electronic health records(EHRs) due to data size and computational time. In the unstructured EHRs, traditional models use limited data size with partial data security in cloud computing environment. In this work, a hybrid security framework is proposed in order to provide strong security to the block chain heterogeneous databases. In this work, homogeneous 2D EHRs and heterogeneous 3D EHRs are used to compare the proposed approach to the traditional approaches. Experimental results present the proposed heterogeneous data security framework has better efficiency than the conventional models in terms of computational overhead and average runtime(ms) computations.","EHR Data, Cloud 2D Data, Medical 3D Data, Attribute Based Encryption.",Blockchain,Active,,https://scholar.google.com/citations?hl=en&user=eQXJr2QAAAAJ&view_op=list_works&sortby=pubdate,,,,,,,,
691,,"D Dakshayani Himabindu, Keesara Sravanthi, Raswitha Bandi",No,A Review on Internet of Things-Based Cloud Architecture and Its Application,Book chapter,International Conference on Machine Learning and Big Data Analytics,Yes,No,Springer International Publishing,2023,June,2022-23,https://link.springer.com/chapter/10.1007/978-3-031-15175-0_21,https://doi.org/10.1007/978-3-031-15175-0_21,978-3-031-15175-0,Scopus,0,"The recent expansion of the Internet of Things (IoT) and the rise in increased volume of data produced by smart devices have led to the outsourcing of data to specified data centers. It has been expect that different things we see around us are going to be internet world or interconnected. The services like smart homes, microwave ovens, refrigerator, and self-driving cars, which we are enjoying are connections of various computing devices. Internet of Things (IoT) where all devices are having computing platforms run according to the instructions given by Internet. Internet of Things is used to connect various devices via the Internet. In order to store all this applications, we need a large storage capacity. It is also the data, the insights from the data, and the future. By future, I mean the potential for growth and innovation inherent in an IoT network. The more you know about the future, the better you can plan for it now","Internet of Things,Cloud computing,IoT cloud,MQTT,Sigfox sensors",cloud computing,active,,,,,,,,,,
692,Raswitha Bandi,"D Dakshayani Himabindu, Keesara Sravanthi, Raswitha Bandi",No,A Review on Internet of Things-Based Cloud Architecture and Its Application,Book chapter,International Conference on Machine Learning and Big Data Analytics,Yes,No,Springer International Publishing,2023,June,2022-23,https://link.springer.com/chapter/10.1007/978-3-031-15175-0_21,https://doi.org/10.1007/978-3-031-15175-0_21,978-3-031-15175-0,Scopus,0,"The recent expansion of the Internet of Things (IoT) and the rise in increased volume of data produced by smart devices have led to the outsourcing of data to specified data centers. It has been expect that different things we see around us are going to be internet world or interconnected. The services like smart homes, microwave ovens, refrigerator, and self-driving cars, which we are enjoying are connections of various computing devices. Internet of Things (IoT) where all devices are having computing platforms run according to the instructions given by Internet. Internet of Things is used to connect various devices via the Internet. In order to store all this applications, we need a large storage capacity. It is also the data, the insights from the data, and the future. By future, I mean the potential for growth and innovation inherent in an IoT network. The more you know about the future, the better you can plan for it now","Internet of Things,Cloud computing,IoT cloud,MQTT,Sigfox sensors",cloud computing,active,,https://scholar.google.com/citations?view_op=list_works&hl=en&hl=en&user=SSaUX-kAAAAJ&sortby=pubdate,,,,,,,,
693,,"Raswitha Bandi, M Sai Surya Likhit, S Rajavardhan Reddy, Sathwik Raj Bodla, Vempati Sai Venkat",yes,Voting Classifier-Based Crop Recommendation,Journal,SN Computer Science,Yes,No,Springer Nature Singapore,2023,july,2023-24,https://link.springer.com/article/10.1007/s42979-023-01995-8,https://doi.org/10.1007/s42979-023-01995-8,2662-995X,Scopus,0,"The three most important necessities for human life are food, shelter, and clothing. Young people who are technologically savvy have witnessed a significant scientific increase in the latter two areas. Despite this, farming is still regarded as a labor-intensive endeavour. Most farmers are uneducated and lack a scientific understanding of farming practices. Crop cultivation anywhere in the world is dependent on the climate, also known as seasons, and soil properties; however, increasing crop production is dependent on a variety of factors, most notably temperature. This work proposes a crop recommendation system to address the issue of increasing crop production. A vision of the perfect harvest before planting would be extremely beneficial to farmers and other stakeholders in making appropriate decisions about improving yields for local use, and it may inspire increased capacity and a wider range of product options for businesses. Precision agriculture is a modern farming strategy that advises farmers on the sorts of crops they should plant based on data collected through studies on soil features, soil types, and crop yields. This style of agriculture is also known as ""high-intensity agriculture"". Our system employed Machine Learning procedures to recommend the appropriate crops. This system then reduces the financial losses experienced by farmers because of establishing the ominous harvests. This problem is addressed in this paper by proposing a recommendation system using an ensemble model with majority voting and an accuracy of 99.4 percent.","Crop recommendation,Machine learning,Ensemble model,Voting classifier,Recommendation system",Machine learning,active,,,,,,,,,,
694,Dr.K.Srinivas,"Srinivas Kolli,Hasan M,Bramah Hazela,A.Azhagu Jaisudhan Pazhani",NO,Secure the smart grid by machine learning,conference,2023 International Conference on Computer Communication and Informatics (ICCCI),Yes,No,Ieee Explore,2023,May,2022-23,https://ieeexplore.ieee.org/document/10128269,,,,,,,,,,https://scholar.google.com/citations?user=9K8RQ70AAAAJ&hl=en,,,,,,,,
695,Dr.K.Srinivas,"Srinivas Kolli,M. Ranjani,P. Kavitha,D. Arul Pon Daniel",NO,Prediction of water quality parameters by IoT and machine learning,conference,2023 International Conference on Computer Communication and Informatics (ICCCI),Yes,No,Ieee Explore,2023,May,2022-23,https://ieeexplore.ieee.org/document/10128475,,,,,,,,,,,,,,,,,,
696,Dr.K.Srinivas,"Kolli Srinivas,Dr.Aswini.J,Dr. Pramoda Patro,Dr. Devendra Kumar",NO,Functional overview of integration of AIML with 5G and beyond the network,conference,2023 International Conference on Computer Communication and Informatics (ICCCI),Yes,No,Ieee Explore,2023,May,2022-23,https://ieeexplore.ieee.org/document/10128466,,,,,,,,,,,,,,,,,,
697,Dr.K.Srinivas,"Srinivas Kolli,Ahmed J. Obaid,K. Saikumar,V. Sivakumar Reddy",NO,An Accurate Swine Flu Prediction and Early Prediction Using Data Mining Technique,Book Chapter,SPRINGER (AI and Blockchain in Healthcare),Yes,No,Springer,2023,May,2022-23,https://link.springer.com/chapter/10.1007/978-981-99-0377-1_14,,,,,,,,,,,,,,,,,,
698,Ch.Kamala,4,No,Lung Cancer Detection through Deep Neural Networks Using CT Scan Images,Conference,ICCIC,Yes,No,Springer,2023,July,2022-23,https://link.springer.com/book/9789819927418,10.1007/978-981-99-2742-5_56,,,,,,,,,,,,,,,,,
699,J.Sravanthi,6,No,AI-Assisted Resource Allocation in Project Management,conference,ICACITE 2023,no,No,ieee Explore,2023,may,2022-23,https://ieeexplore.ieee.org/document/10182760,DOI: 10.1109/ICACITE57410.2023.10182760,979-8-3503-9926-4,IEEE Xplore,0,"Artificial intelligence (AI) is increasingly being used in project management to improve the efficiency and effectiveness of resource allocation, scheduling, and overall project performance. AI-assisted techniques such as linear programming, genetic algorithms, and neural networks can be used to optimize the allocation of resources such as personnel and equipment to tasks and activities within a project. This can lead to improved use of resources, reduced costs, and improved project scheduling and completion times. Additionally, AI can be used in real-time, providing project managers with the ability to make quick, informed decisions about resource allocation as the project progresses. Predictive analysis can also be done to anticipate future resource needs and make adjustments accordingly. Overall, the use of AI in project management can lead to better project outcomes and increased satisfaction for stakeholders.","job shop scheduling,buildings,project management,real time systems,team work,resource management,stake holders",machine learning,active,,https://scholar.google.com/citations?view_op=list_works&hl=en&hl=en&user=Ur_25LkAAAAJ,,,,,,,,
700,M.Radha,"M. Susmitha,Renuka Kondabala,Y.Bhaskar Reddy,M.Radha",No,"Machine Learning Approach on Opinion Mining About 
 Reviews of Products in Online Shopping",Journal,European Chemical Bulletin,Yes,No,ISSN 2063-5346,2023,July,2023-24,https://www.eurchembull.com/search,doi: 10.31838/ecb/2023.12.si6.6402023.07/07/2023,ISSN 2063-5346,Scopus,0,,,,Active,,,,,,,,,,
701,"B Venkata Seshu Kumari,","Venu Yarlagadda, Giri Prasad Ambati, Ch Rami Reddy, D Ravi Kumar, J Srinivasa Rao, BV Kumari",,Realization of Small Scale Models of FCATS Devices and its Optimization in Power Systems using Stability Indices and Particle Swarm Optimization.,Journal,Journal of Electrical Systems,,Yes,Yes,2023,March,2022-23,,,,,,,,,,,,,,,,,,,
702,Dr N Mangathayaru,"B Mathura Bai, N Mangathayaru, B Padmaja Rani",No,An Optimized Spectral Clustering Algorithm for Better Imputation of Medical Datasets (OISSC),Conference,International Conference on Information and Communication Technology for Intelligent Systems,No,No,ICTIS 2023: IOT with Smart Systems pp 599–612,2023,April,2022-23,https://link.springer.com/chapter/10.1007/978-981-99-3761-5_53,https://doi.org/10.1007/978-981-99-3761-5_53,Online ISBN 978-981-99-3761-5,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
